timestamp,pressure,temperature,altitude,ASMaccelX,ASMaccelY,ASMaccelZ,ASMgyrX,ASMgyrY,ASMgyrZ,ICMaccelX,ICMaccelY,ICMaccelZ,ICMgyrX,ICMgyrY,ICMgyrZ,magX,magY,magZ,ICMtemp,lat,lon,altMSL,altEll,velN,velE,velD,epochTime,satellites,gpsLockType
100759,1001.3977,23.7300,99.1317,-0.0100,0.0090,1.0160,1.0500,-1.4000,-0.0700,-0.1580,-0.0383,9.9886,-0.0064,-0.0021,0.0011,16.0500,27.7500,21.7500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100784,1001.4158,23.7200,98.9799,-0.0110,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1197,0.0192,9.9742,-0.0043,-0.0043,0.0053,16.0500,29.5500,23.8500,27.1820,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100809,1001.4048,23.7300,99.0722,-0.0100,0.0090,1.0140,0.9100,-1.4000,-0.0700,-0.1628,-0.0287,9.9455,-0.0053,-0.0011,0.0021,16.9500,27.9000,23.2500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100834,1001.4048,23.7300,99.0722,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.1400,-0.1437,0.0096,9.9790,-0.0043,-0.0011,0.0032,17.2500,27.4500,24.0000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100859,1001.3799,23.7300,99.2815,-0.0100,0.0100,1.0160,0.9100,-1.4700,-0.0700,-0.0766,0.0383,9.9311,-0.0032,-0.0011,0.0074,18.0000,27.1500,24.0000,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100884,1001.3799,23.7300,99.2815,-0.0100,0.0100,1.0160,0.9100,-1.4700,-0.0700,-0.0862,-0.0144,9.9838,-0.0053,0.0000,0.0021,16.9500,26.7000,22.2000,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100909,1001.4121,23.7300,99.0106,-0.0110,0.0100,1.0160,0.9100,-1.4700,-0.1400,-0.1149,-0.0096,9.9120,-0.0053,0.0011,0.0064,17.1000,26.5500,22.0500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100934,1001.4194,23.7300,98.9491,-0.0100,0.0100,1.0160,0.9800,-1.4700,-0.1400,-0.1484,0.0144,9.9551,-0.0043,-0.0021,0.0043,16.0500,28.5000,23.1000,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100959,1001.4194,23.7300,98.9491,-0.0110,0.0100,1.0150,0.9100,-1.5400,-0.0700,-0.1341,0.0144,9.9264,-0.0032,0.0043,0.0032,15.4500,27.4500,21.4500,27.5654,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
100984,1001.4150,23.7400,98.9860,-0.0110,0.0090,1.0160,0.9100,-1.4000,-0.0700,-0.2059,-0.0239,9.9455,-0.0032,0.0032,-0.0011,16.2000,27.4500,22.2000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101009,1001.4150,23.7400,98.9860,-0.0100,0.0090,1.0150,0.9100,-1.4700,-0.1400,-0.1293,0.0048,9.9407,-0.0053,-0.0011,0.0021,18.3000,27.9000,22.6500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101034,1001.4119,23.7300,99.0127,-0.0110,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1006,0.0287,9.9599,0.0021,0.0032,0.0043,15.6000,27.3000,23.8500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101059,1001.3982,23.7300,99.1276,-0.0110,0.0100,1.0160,0.9100,-1.4700,-0.0700,-0.1293,0.0431,9.9934,-0.0074,-0.0021,0.0043,17.1000,27.3000,22.3500,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101084,1001.3982,23.7300,99.1276,-0.0100,0.0100,1.0160,0.9800,-1.4700,-0.0700,-0.1389,0.0575,9.9359,-0.0021,0.0011,0.0043,15.7500,28.6500,22.2000,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101109,1001.3950,23.7300,99.1542,-0.0110,0.0090,1.0160,0.9800,-1.4700,-0.1400,-0.1437,0.0000,9.9934,-0.0032,0.0000,0.0053,16.5000,27.4500,22.6500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101134,1001.3950,23.7300,99.1542,-0.0110,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1963,-0.0096,10.0030,-0.0043,-0.0032,0.0074,15.6000,28.0500,22.3500,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101159,1001.4153,23.7300,98.9840,-0.0100,0.0100,1.0160,0.9800,-1.5400,-0.0700,-0.1580,-0.0096,9.9551,-0.0064,-0.0032,0.0053,17.5500,27.1500,22.2000,27.1820,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101184,1001.3970,23.7400,99.1378,-0.0100,0.0100,1.0150,0.9800,-1.4000,-0.0700,-0.0766,-0.0383,9.9838,-0.0011,0.0021,0.0032,16.3500,27.3000,22.3500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101210,1001.3970,23.7400,99.1378,-0.0100,0.0100,1.0160,0.9800,-1.4700,-0.0700,-0.1676,0.0383,9.9647,-0.0011,0.0000,0.0032,17.2500,28.2000,21.9000,27.5654,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101235,1001.4080,23.7300,99.0455,-0.0100,0.0090,1.0160,0.9800,-1.4000,-0.0700,-0.1820,-0.0239,9.9168,-0.0032,0.0021,0.0053,16.9500,27.9000,23.2500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075357,0,0
101260,1001.4080,23.7300,99.0455,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1149,0.0048,9.9742,-0.0032,-0.0011,0.0074,15.1500,28.2000,22.2000,27.5654,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101285,1001.4209,23.7400,98.9368,-0.0110,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1820,0.0383,9.9216,-0.0043,-0.0043,0.0043,17.2500,28.2000,22.6500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101310,1001.4094,23.7400,99.0332,-0.0100,0.0090,1.0150,0.9100,-1.4700,-0.0700,-0.1580,0.0000,9.9838,-0.0043,-0.0011,0.0021,18.0000,27.9000,21.4500,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101335,1001.4094,23.7400,99.0332,-0.0110,0.0100,1.0150,0.9800,-1.4000,-0.1400,-0.1437,0.0000,9.9790,0.0000,-0.0043,0.0064,17.8500,27.3000,21.3000,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101360,1001.4536,23.7400,98.6618,-0.0110,0.0090,1.0150,0.9100,-1.4700,-0.1400,-0.1389,0.0192,9.9216,0.0000,-0.0011,0.0096,16.5000,27.4500,22.6500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101385,1001.4536,23.7400,98.6618,-0.0100,0.0100,1.0150,0.9800,-1.5400,-0.1400,-0.1101,0.0096,9.9695,-0.0021,0.0000,0.0032,16.9500,26.7000,22.6500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101410,1001.4106,23.7300,99.0229,-0.0110,0.0090,1.0160,0.9100,-1.4700,-0.1400,-0.1197,0.0239,9.9503,-0.0064,-0.0011,0.0064,16.3500,27.0000,23.1000,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101435,1001.4380,23.7400,98.7931,-0.0100,0.0090,1.0160,0.9800,-1.4700,-0.1400,-0.1867,0.0144,9.9551,-0.0021,-0.0032,0.0021,16.9500,27.4500,23.2500,27.1820,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101460,1001.4380,23.7400,98.7931,-0.0100,0.0090,1.0160,0.9100,-1.4700,-0.1400,-0.1245,0.0048,9.9838,-0.0053,0.0021,0.0096,16.9500,27.1500,22.6500,27.0862,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101485,1001.4128,23.7400,99.0045,-0.0110,0.0100,1.0150,1.0500,-1.4700,-0.0700,-0.1389,0.0000,9.9311,-0.0085,-0.0021,0.0043,16.0500,27.3000,22.8000,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101510,1001.4128,23.7400,99.0045,-0.0110,0.0100,1.0150,0.9800,-1.4000,-0.1400,-0.1676,0.0048,9.9790,0.0000,-0.0074,0.0064,17.1000,27.3000,24.1500,27.1820,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101535,1001.3933,23.7300,99.1686,-0.0100,0.0100,1.0150,0.9800,-1.4700,-0.1400,-0.2011,-0.0096,9.9455,-0.0021,-0.0032,0.0043,16.6500,27.7500,22.3500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101560,1001.4082,23.7400,99.0435,-0.0100,0.0100,1.0150,0.9800,-1.4000,-0.0700,-0.1197,0.0048,9.9551,-0.0032,-0.0053,0.0021,17.2500,27.4500,21.9000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101585,1001.4082,23.7400,99.0435,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.1400,-0.1245,0.0192,9.9790,-0.0021,-0.0032,0.0064,17.1000,27.7500,22.8000,27.5654,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101610,1001.4099,23.7400,99.0291,-0.0100,0.0100,1.0160,0.9800,-1.4700,-0.0700,-0.1437,0.0192,9.9838,-0.0021,-0.0021,0.0117,15.4500,28.9500,21.9000,27.0862,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101635,1001.4099,23.7400,99.0291,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.1400,-0.1820,-0.0192,9.9695,-0.0043,-0.0021,0.0085,17.2500,26.7000,22.6500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101660,1001.4077,23.7300,99.0476,-0.0100,0.0090,1.0160,0.9100,-1.4700,-0.0700,-0.1676,0.0335,9.9599,-0.0021,-0.0021,0.0064,16.6500,27.3000,23.8500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101685,1001.3855,23.7400,99.2343,-0.0110,0.0090,1.0160,0.9100,-1.4700,-0.1400,-0.1245,0.0718,9.9982,-0.0032,0.0021,0.0074,16.5000,27.4500,22.9500,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101710,1001.3855,23.7400,99.2343,-0.0110,0.0090,1.0160,0.9800,-1.4700,-0.0700,-0.1676,0.0479,9.9599,-0.0011,0.0011,0.0032,16.3500,27.3000,23.1000,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101735,1001.3857,23.7400,99.2322,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1820,-0.0096,9.9120,-0.0053,-0.0032,0.0053,15.7500,27.1500,23.2500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101760,1001.3857,23.7400,99.2322,-0.0110,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1724,0.0622,9.9695,-0.0064,-0.0011,0.0021,17.1000,28.5000,21.0000,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101785,1001.3962,23.7400,99.1440,-0.0100,0.0100,1.0160,0.9100,-1.5400,-0.0700,-0.1772,-0.0048,9.9407,0.0000,-0.0032,0.0074,16.6500,27.3000,23.1000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101810,1001.4221,23.7400,98.9265,-0.0100,0.0080,1.0160,0.9100,-1.5400,-0.0700,-0.1915,0.0335,9.9455,-0.0032,0.0032,0.0021,16.6500,28.0500,22.8000,27.1820,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101835,1001.4221,23.7400,98.9265,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1484,-0.0335,9.9264,-0.0032,-0.0021,0.0032,16.3500,27.0000,21.7500,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101860,1001.4192,23.7400,98.9511,-0.0100,0.0100,1.0160,0.9800,-1.4700,-0.0700,-0.1197,-0.0335,9.9407,-0.0064,0.0011,0.0021,16.0500,27.0000,22.3500,27.5654,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101885,1001.4192,23.7400,98.9511,-0.0110,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1053,0.0479,9.9551,-0.0043,-0.0021,0.0074,17.4000,27.7500,22.0500,27.6134,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101910,1001.3982,23.7400,99.1276,-0.0110,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1197,0.0622,9.9742,-0.0064,0.0000,0.0021,16.0500,27.0000,21.7500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101935,1001.4077,23.7400,99.0476,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1293,0.0192,9.9407,-0.0043,-0.0011,0.0053,15.7500,27.9000,21.4500,27.1820,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101960,1001.4077,23.7400,99.0476,-0.0090,0.0090,1.0150,0.9800,-1.4700,-0.1400,-0.1101,0.0048,9.9024,-0.0074,0.0000,0.0064,17.2500,27.4500,22.6500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
101985,1001.4082,23.7400,99.0435,-0.0100,0.0090,1.0150,0.9100,-1.4700,-0.0700,-0.1484,0.0335,9.9647,-0.0021,0.0043,0.0064,15.1500,27.9000,22.2000,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102010,1001.4082,23.7400,99.0435,-0.0100,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1245,0.0479,10.0030,-0.0021,-0.0043,0.0021,16.6500,28.8000,22.0500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102035,1001.3987,23.7400,99.1235,-0.0110,0.0100,1.0160,0.9800,-1.4700,-0.0700,-0.1772,-0.0096,9.9168,-0.0064,0.0032,0.0043,16.6500,28.8000,22.0500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102060,1001.3987,23.7400,99.1235,-0.0100,0.0100,1.0160,0.9800,-1.4700,-0.0700,-0.1532,0.0192,9.9455,-0.0043,-0.0011,0.0053,17.5500,26.7000,22.6500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102085,1001.4321,23.7400,98.8424,-0.0100,0.0090,1.0160,0.9800,-1.4000,-0.0700,-0.1963,0.0096,9.9551,-0.0064,-0.0053,0.0043,17.2500,26.7000,22.6500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102110,1001.3857,23.7300,99.2322,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1341,0.0287,9.9934,-0.0043,0.0000,0.0032,16.5000,28.6500,21.1500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102135,1001.3857,23.7300,99.2322,-0.0100,0.0090,1.0150,0.9100,-1.4700,-0.0700,-0.1293,0.0192,9.9695,-0.0074,0.0021,0.0032,16.6500,27.7500,22.8000,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102160,1001.4158,23.7400,98.9799,-0.0100,0.0100,1.0150,0.9800,-1.4000,-0.0700,-0.1293,-0.0048,9.9790,-0.0064,-0.0043,0.0074,16.9500,26.7000,21.4500,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102185,1001.4158,23.7400,98.9799,-0.0100,0.0100,1.0160,0.9800,-1.4700,-0.0700,-0.0958,0.0192,9.9790,-0.0053,-0.0032,0.0074,15.7500,28.6500,21.4500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102210,1001.3940,23.7400,99.1625,-0.0110,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1532,0.0048,9.9359,-0.0064,0.0021,0.0021,15.4500,28.2000,22.2000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102235,1001.4285,23.7400,98.8732,-0.0110,0.0100,1.0150,0.9800,-1.4700,-0.1400,-0.1341,-0.0048,9.8689,-0.0021,-0.0053,0.0053,16.3500,28.5000,22.3500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075358,0,0
102260,1001.4285,23.7400,98.8732,-0.0090,0.0080,1.0150,0.9100,-1.4700,-0.0700,-0.1245,0.0431,9.9311,-0.0011,-0.0053,0.0032,17.1000,27.3000,22.0500,27.5654,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102285,1001.4033,23.7400,99.0845,-0.0110,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1149,-0.0096,9.9886,-0.0021,-0.0053,0.0096,16.5000,28.2000,22.2000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102310,1001.4033,23.7400,99.0845,-0.0100,0.0090,1.0150,0.9100,-1.4700,-0.0700,-0.1724,-0.0383,9.9216,-0.0021,-0.0043,0.0053,17.1000,27.7500,22.8000,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102335,1001.4236,23.7400,98.9142,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.1400,-0.1197,0.0335,9.9790,-0.0021,-0.0021,0.0074,18.4500,28.5000,22.8000,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102360,1001.4272,23.7400,98.8834,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1197,0.0239,9.9359,-0.0011,0.0021,0.0032,17.4000,26.5500,22.3500,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102385,1001.4272,23.7400,98.8834,-0.0090,0.0100,1.0140,0.9100,-1.4700,-0.0700,-0.1101,0.0048,9.9647,-0.0021,-0.0011,0.0021,16.9500,27.9000,22.9500,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102410,1001.3777,23.7400,99.2999,-0.0110,0.0090,1.0150,0.9100,-1.4700,-0.1400,-0.1628,0.0000,9.9407,-0.0011,-0.0011,0.0053,16.0500,27.7500,21.3000,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102435,1001.3777,23.7400,99.2999,-0.0100,0.0090,1.0150,0.9100,-1.4700,-0.0700,-0.1772,0.0192,9.9168,-0.0074,0.0011,0.0000,17.2500,28.6500,22.9500,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102460,1001.4253,23.7400,98.8998,-0.0100,0.0090,1.0150,0.9800,-1.4000,-0.0700,-0.2155,0.0287,9.9790,0.0000,-0.0032,0.0064,17.2500,28.6500,22.9500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102485,1001.4146,23.7400,98.9901,-0.0100,0.0100,1.0160,0.8400,-1.4700,-0.0700,-0.0958,0.0239,9.9551,-0.0043,-0.0043,0.0043,17.5500,28.2000,22.6500,27.0383,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102510,1001.4146,23.7400,98.9901,-0.0100,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1197,-0.0048,9.9742,0.0000,0.0032,0.0043,16.2000,27.4500,22.6500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102535,1001.4121,23.7400,99.0106,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1245,-0.0383,9.9455,-0.0064,-0.0032,0.0032,16.9500,27.4500,21.9000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102560,1001.4121,23.7400,99.0106,-0.0100,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1437,-0.0144,9.9599,-0.0021,-0.0011,0.0074,18.1500,28.0500,23.1000,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102585,1001.4097,23.7400,99.0311,-0.0100,0.0090,1.0150,0.9100,-1.4000,-0.1400,-0.1341,0.0239,9.9551,-0.0021,-0.0053,0.0021,15.7500,27.4500,21.9000,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102610,1001.3872,23.7400,99.2199,-0.0090,0.0100,1.0160,0.9100,-1.4700,-0.0700,-0.1484,0.0431,9.9934,-0.0043,0.0032,0.0043,18.0000,27.4500,22.6500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102635,1001.3872,23.7400,99.2199,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1580,0.0000,9.9838,-0.0032,-0.0021,0.0064,17.1000,25.5000,23.4000,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102660,1001.3828,23.7400,99.2568,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1628,0.0192,9.9168,-0.0085,-0.0032,0.0021,15.3000,28.0500,22.0500,27.1820,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102685,1001.3828,23.7400,99.2568,-0.0110,0.0100,1.0150,0.9800,-1.4700,-0.1400,-0.1101,0.0287,9.9982,-0.0011,-0.0021,0.0032,16.3500,27.7500,23.1000,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102710,1001.4431,23.7400,98.7501,-0.0110,0.0100,1.0150,0.9100,-1.5400,-0.0700,-0.1437,0.0910,9.9216,-0.0032,0.0021,0.0032,17.8500,26.2500,22.8000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102735,1001.4246,23.7400,98.9060,-0.0100,0.0100,1.0160,0.9800,-1.4700,-0.0700,-0.1580,-0.0048,9.9120,-0.0021,0.0011,0.0064,16.2000,28.9500,23.2500,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102760,1001.4246,23.7400,98.9060,-0.0090,0.0090,1.0150,0.9100,-1.4000,-0.0700,-0.1963,-0.0239,9.9695,-0.0043,0.0021,0.0021,16.5000,26.7000,22.6500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102785,1001.4041,23.7400,99.0783,-0.0100,0.0090,1.0150,0.9800,-1.4000,-0.1400,-0.1053,0.0527,9.8881,-0.0011,-0.0032,0.0074,16.2000,28.2000,23.2500,27.1820,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102810,1001.4041,23.7400,99.0783,-0.0100,0.0090,1.0150,0.9100,-1.4000,-0.0700,-0.1724,0.0144,9.9407,-0.0032,-0.0043,0.0053,16.9500,28.9500,21.1500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102835,1001.4380,23.7300,98.7931,-0.0100,0.0090,1.0150,0.9100,-1.4000,-0.0700,-0.1341,0.0479,9.9168,-0.0011,0.0011,0.0064,15.3000,26.2500,22.8000,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102860,1001.3975,23.7400,99.1337,-0.0100,0.0100,1.0150,0.9100,-1.4700,0.0000,-0.1006,0.0048,9.9551,-0.0032,0.0011,0.0043,16.5000,26.7000,22.2000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102885,1001.3975,23.7400,99.1337,-0.0110,0.0100,1.0150,0.9100,-1.4000,-0.0700,-0.1341,0.0096,9.9216,-0.0053,0.0000,0.0032,17.1000,27.7500,22.0500,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102910,1001.4202,23.7400,98.9429,-0.0110,0.0100,1.0150,0.9800,-1.4700,-0.1400,-0.1437,0.0431,9.8976,-0.0043,-0.0021,0.0043,16.2000,27.9000,21.9000,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102935,1001.4202,23.7400,98.9429,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1676,0.0192,9.9359,-0.0021,-0.0011,0.0074,17.5500,27.9000,24.0000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102960,1001.4189,23.7400,98.9532,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1484,0.0383,9.9647,-0.0053,0.0000,-0.0011,17.1000,27.0000,23.4000,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
102985,1001.4004,23.7400,99.1091,-0.0100,0.0090,1.0150,0.9100,-1.4700,-0.0700,-0.0862,-0.0287,9.9311,-0.0011,0.0043,0.0053,16.2000,26.7000,22.9500,27.4217,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103010,1001.4004,23.7400,99.1091,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1197,0.0048,9.9503,-0.0053,0.0021,0.0085,16.6500,27.7500,23.1000,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103035,1001.4272,23.7400,98.8834,-0.0110,0.0090,1.0150,0.9100,-1.4000,-0.0700,-0.1293,0.0431,9.9216,-0.0032,0.0000,0.0021,16.2000,27.9000,22.6500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103060,1001.4272,23.7400,98.8834,-0.0110,0.0090,1.0150,0.9100,-1.4700,-0.0700,-0.1197,0.0000,9.8737,-0.0043,0.0011,0.0011,17.1000,27.3000,22.3500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103085,1001.3865,23.7300,99.2261,-0.0100,0.0090,1.0140,0.9100,-1.4700,-0.0700,-0.1772,0.0431,9.9886,-0.0011,-0.0043,0.0064,17.1000,28.5000,23.4000,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103110,1001.4431,23.7400,98.7501,-0.0100,0.0090,1.0150,0.9100,-1.4700,-0.0700,-0.1101,-0.0239,9.9647,-0.0043,-0.0021,0.0064,17.2500,27.9000,22.9500,27.6134,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103135,1001.4431,23.7400,98.7501,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1293,-0.0048,10.0269,-0.0021,-0.0053,0.0021,16.6500,26.5500,23.1000,27.2300,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103160,1001.4219,23.7400,98.9286,-0.0100,0.0100,1.0150,0.9800,-1.4700,-0.0700,-0.1580,-0.0192,9.9503,0.0011,-0.0011,0.0043,16.5000,27.1500,22.9500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103185,1001.4219,23.7400,98.9286,-0.0100,0.0100,1.0150,0.9100,-1.4700,-0.0700,-0.1389,0.0144,9.9742,0.0000,-0.0032,0.0064,16.5000,25.9500,22.6500,27.3258,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103210,1001.4111,23.7300,99.0188,-0.0110,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1867,-0.0048,9.9599,0.0011,-0.0032,0.0074,16.9500,27.4500,20.8500,27.5175,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
103236,1001.4111,23.7300,99.0188,-0.0100,0.0090,1.0150,0.9800,-1.4700,-0.0700,-0.1724,0.0096,9.9503,-0.0011,0.0011,0.0032,17.5500,27.4500,22.6500,27.3737,0.00,0.00,-17000.00,0.00,0,0,0,1615075359,0,0
